longitude,latitude,elevation
80.16637890795369,13.222963475925457,10
79.85003898729806,13.033275331528413,60
79.80482763451015,13.216025943888146,51
79.99631744065691,13.029954093532902,30
79.867555799598,12.859726555610484,52
79.94571829438469,12.856830909290258,58
80.01839496014703,13.006491269597348,32
80.15753575506334,13.211675569590003,27
79.97992524206177,13.140031814304042,33
80.0998849380571,13.298157483397818,16
79.84598820947961,12.90875271901375,69
80.31977053469035,13.238098566972141,5
79.88517012048315,13.078094855060296,59
79.80314668289391,12.850440241926329,68
79.95549868637089,13.26764475881789,47
79.91481107810287,12.905570195791768,58
80.01206065810575,13.156074386920773,30
79.9518235660907,13.145688423141314,41
79.82086969788259,12.854002086152581,70
80.1483506580285,13.189812986727368,24
80.17712448059639,12.822804412773728,17
79.91684672773333,13.127563472903507,44
79.94551370871876,13.09721918053205,45
80.22010292713469,13.273020064396157,9
79.97101475176521,13.07941308466264,41
80.2571681830102,13.19179995633687,3
80.07165314350812,12.90321587757448,23
80.1532002937877,13.197481502006033,29
80.20342016499947,13.082081278863456,17
79.98657275743268,12.817174950118789,54
80.26542885990978,13.08859072175265,11
80.14708751878466,12.992251298589554,16
80.2122418379731,13.165574501535186,7
79.82810080064765,13.057201645276978,57
80.24436589262633,12.864679657353074,9
79.83743646359495,13.164510270194919,39
79.95087505444042,12.920692877507602,44
79.91732132618152,13.158295226172903,41
79.92460943124017,13.277038463821945,54
80.09092940692278,12.873629802644304,40
80.01759880184986,12.91140485568837,35
79.95838001281577,13.093631885555624,36
80.1967741472608,13.07312832735472,14
79.94189904861982,12.885488128135739,43
79.80937434302545,13.020893575001349,62
80.13319896502125,13.088159254214524,15
79.97816506461155,13.146536511049643,36
80.04735681217946,13.182400917098466,27
79.80908103941502,12.820262660789322,59
79.91252492623117,12.93167887416438,56
80.17113625289925,13.24760542472487,15
79.85166217171815,12.926304370384008,71
80.09435062600575,12.811214598976688,45
79.85184425402885,13.15549705051611,41
79.85924165613632,13.095597198972243,55
79.80991421908224,13.0549788904411,58
80.29486248299756,13.084767607482888,5
80.25804448093545,13.094904577791073,6
80.22972068129988,12.842575469496778,8
79.86329920080026,13.283706435670293,69
80.12079496557408,13.114175560028647,19
80.15385842227897,13.039731055595114,20
79.93560483586798,13.06975283176004,48
79.93805344524098,12.840586715740573,62
80.13915025869161,12.949910638712772,27
79.9356137457693,12.847319747180883,68
79.98363904458974,12.832078922358784,50
79.86262610069971,12.844666346136302,54
79.88622231375471,12.99780778142986,83
80.06430924130494,13.029186957227171,22
79.82754959119889,13.293064873181903,113
80.14254865669136,13.048670991444586,15
80.16768156299476,12.940510089116092,10
79.88416116626773,12.99074669724186,77
80.18439127789595,12.82241226200964,17
80.22399277822441,13.204043550169725,8
80.19532051256988,12.891493114063891,8
79.9428333860208,13.105906728282491,40
79.80586199850663,13.086458341971843,56
79.84371526288778,12.901258260367426,71
79.81293856368328,13.161556014934318,41
80.08582163278135,12.908967260209007,20
80.16410253993122,12.8014400573037,13
79.85127345548865,13.26897529243089,56
80.13284829152269,12.881187188794138,18
80.14318063221185,13.105592086035452,13
80.2144378691517,13.285491933411501,10
80.11542790495565,13.224886574981413,18
79.99551121964431,13.016926058451677,35
79.81084987504855,13.029180838703825,64
80.08227429057966,13.100740861000883,25
80.07981831155249,12.84373796931795,29
79.95289419546843,13.117468205076156,39
79.92751811441943,13.279962533319631,52
80.25467295435153,13.154559346668503,14
80.03731405009262,13.162659140350002,28
79.9223024238327,13.188677135479864,35
79.93662237446544,12.84873914480848,66
80.1712986862429,12.869900639072313,7
80.05073213726796,13.226737501050255,22
80.2769434879505,13.058060520269903,8
79.93177747897872,12.959767162245885,46
80.06855959624525,13.29335980478861,21
79.84849543310881,12.866197966558433,56
80.06221392935387,13.062572291703116,25
80.19593155076831,12.992521168168176,13
80.03073873232651,12.985238986942573,27
79.89542245218601,13.292635632711132,49
80.03359693589753,13.173342193367004,27
79.87977960685477,13.217430377694832,36
80.05630948679894,12.967000271620547,22
80.2962102118881,13.175045656578131,4
80.16528880188923,12.918677197024884,16
79.81696499781974,13.02841164416227,60
80.09830741642713,13.053908152345803,23
80.02642120117059,13.18085553018982,30
80.05003559151798,12.806234450900044,49
80.14818523613442,12.88580331648036,20
79.93412280763528,13.249817020574536,35
80.29416483355361,13.09139150095983,3
80.1670559353574,13.006461866365763,4
80.00941651706016,13.179113776968261,32
80.22553522488732,12.996177510444593,17
79.80661805799015,12.887619630648675,65
79.92995773826817,13.247191479100392,33
79.9450478609789,12.94071883782727,42
80.1690329849201,13.269939895232719,17
80.14489340594773,13.277530149191126,17
79.91959107638924,13.05500410555534,53
79.81427822613473,12.884486479398285,67
80.17364261057871,12.830748229044746,13
79.86204146211551,12.82633346364659,52
80.24912916457099,12.954480321366898,2
80.04549467814893,12.894264681410029,23
80.26234707386124,13.258385146042643,8
80.16137984196601,13.061303446347576,16
79.90492012872244,13.126301081921557,43
79.85132236774812,13.045106052972397,56
79.94030798414332,13.29268971487599,39
80.10738687052383,12.842769874918327,33
80.24461961572102,12.978237033252704,2
80.00923220091731,13.231723402338803,26
80.11291545325955,13.135354963481557,28
80.24422644436078,12.949741798562895,-2
80.10849974969881,13.267916170007831,18
80.10128134158138,13.22094836209665,22
80.03364167175643,12.832118426065806,45
79.81867817216136,12.954416848516297,71
80.18766481767784,12.991825016295762,13
79.81766643401694,12.937376073548787,65
80.07724884702368,13.19253778911992,24
80.09169336205004,12.832933905139337,36
79.82968733941365,12.930762226658867,69
79.93330937027066,12.869696243123379,55
79.82908238116593,13.075834060695593,52
80.08060187375065,13.104958989877053,25
79.93672456187552,13.07658343465554,40
79.83690115331503,12.89606263401208,57
80.22268912227311,12.910502524554076,-1
80.163456422069,13.03068628020459,17
79.99871992990968,13.07960275500391,32
79.8906149592408,13.193808529850292,35
79.90870467659008,13.18010996646324,38
79.85790331435709,13.242791370365323,53
79.92504518055182,12.899984159976487,48
80.15688005062864,13.022749941058894,15
80.15172593918525,13.118883872885645,31
80.14162803050817,12.871713096786888,14
79.86084059359445,13.003094782206535,68
80.26180130450082,12.98651605238555,7
80.23376632120981,12.876977221380454,1
80.03624725049558,13.076148807374917,31
79.98025242505689,12.9661392739978,29
80.07820881292137,12.913185836826083,16
79.99244639971259,13.011141364562555,38
80.08624632148751,13.214901647142392,20
80.20716540380818,13.115684547137683,15
80.02394240644749,12.958507119281204,23
80.23836699088811,12.96896132900841,5
79.95927866132025,13.24585204669494,48
80.21630394698299,12.813129891826824,3
79.84476630388704,12.97661107626391,75
80.1487777835905,12.88285177969447,14
80.21127300251436,13.144006391992693,8
80.05457887999688,13.077641868682239,26
80.23555133068963,12.932437380398381,5
80.16704146593239,12.823493309950676,19
79.99484561180566,12.96867924054449,27
80.06376772343405,12.880441993047425,27
79.98592398590532,13.252791366753575,37
79.88592967806902,12.964664327824023,63
80.09597592955855,13.172011284800472,25
80.03376789105677,13.082195350010357,29
80.32553315787395,13.282820722569788,2
79.80141453606633,13.270042557398286,150
79.80842515685862,13.293183865606888,214
80.02352205905477,13.28437768015555,30
79.90999182507392,12.9855651472777,53
80.24172162784811,13.227350662296855,8
80.17110587648489,12.99962907935779,11
80.25420584673972,12.962689617142948,6
80.21192526079507,13.214232895103338,10
80.17925385918122,12.83665139786555,13
79.9805159031293,13.09818091785447,37
79.82558085924697,12.966206684639987,73
80.25794805406338,13.244981444861045,7
80.14853815898104,13.181715386029188,21
79.95575417288572,13.035257797983332,47
79.89035464930531,13.208362741984041,40
80.00042714136175,13.279182148158839,32
80.17471956347829,13.007587035508,15
79.84949056220404,13.098390823251178,46
79.96725896209237,13.017628207436124,45
80.02829362567284,12.879772939708689,24
80.17499811583215,13.238450433494531,13
79.80561490866657,13.268945076080524,115
79.95435214158353,12.850133884824798,54
80.11052777730896,13.18437055348548,46
80.21819107809473,12.814154409710554,2
79.89330694606996,13.001492430787929,72
80.03427386261839,12.959902583747052,34
79.91438635093778,13.257800440170328,58
80.06746482899274,12.876351090115255,25
79.99033831097935,13.184407223285541,30
80.18790868677628,13.210211565888962,10
79.92283045596386,12.996989620338562,54
79.86771791348455,13.06289610826189,57
80.28383207926558,13.111398975678183,11
80.32619795640255,13.248143513794393,8
79.91713065720046,12.833896045990219,47
80.28464553416508,13.298341568091473,3
79.9586709814586,12.858389565159854,59
79.9438468860922,13.169044413815813,34
79.91634193125053,13.1351418352968,43
80.18135375792943,12.812216221942593,22
79.8848102596536,13.115751760627543,46
80.051478018444,13.065194569773963,28
80.2670645137716,12.983877449471011,6
80.19288569384562,13.198581706299521,12
79.97744639650598,13.272627853229167,43
80.20261601849977,13.161649977624764,15
80.0480627854748,13.212542627876077,25
80.15428990162883,12.811766170185827,16
80.08401022439597,12.98660710916133,21
80.0681126304374,12.872145122878528,23
80.00796068499787,12.899660051984007,31
79.94239621805649,13.115855156934382,42
79.94234140070117,12.832733174138987,52
80.15104270578752,13.26790901218214,17
79.89279483742706,12.867249942459278,54
80.10599735289243,12.951543456512558,13
80.26111545873508,13.052103855938654,10
80.24038496765803,12.917085399445119,-1
80.11079190269878,12.942006835052997,22
79.86112345218626,13.222621714360418,49
79.87924556149363,13.159261556096073,41
80.28544996438067,13.205266934039217,3
80.13052067594775,13.137231734520803,31
80.03249525558968,12.94695185243455,17
80.19978731501119,13.100016351041404,13
79.94406312334792,13.104340239677528,39
80.0428361340421,13.048569796760402,25
79.9922279814781,12.904664949976453,35
80.16826598779318,13.183973047111575,9
79.94511140773761,13.050150497269328,43
80.2481532998354,12.856628716821215,7
80.22338748312798,12.954639791129763,3
80.05792235239775,13.282439809271414,23
80.17121705665832,12.93166733610239,38
79.86823288362655,13.238143533244836,48
80.10108106969123,13.105330234169731,33
80.16260047805775,12.841760590675188,17
80.23623912213611,12.980641579935815,1
80.09865177352938,12.814079983146124,45
80.23031554573261,12.944499514798194,1
80.30719958688813,13.234806601390051,2
80.23579316482581,13.168741331360948,7
79.80824400242611,12.8853693011773,68
80.03194961250699,13.126426311532065,40
80.24679822583936,13.267072308239335,4
80.32592876936273,13.225693169015067,6
80.0466503360343,12.96984520775266,30
80.1270637060268,13.149578989786287,19
80.06381885433956,13.031777968385205,19
79.85808917340762,12.915979538088662,79
79.80889269222028,13.23626047758219,80
80.0190075261294,13.059502539153927,28
79.97907652235104,13.134946397645727,35
79.99368574345777,12.9329724944402,26
80.13672737672267,13.265061152608721,20
79.82647149451667,12.880402964529829,68
79.82313975644114,12.93750567876698,65
80.06012110039006,12.897228210166432,25
80.22470457430514,13.197947518650581,7
79.82786676006097,13.178185332119003,39
80.24485313248162,13.075729978937968,11
80.21574655063564,13.097929006112727,10
79.87037966676215,13.035030031604519,55
80.06240620169258,12.949467280189817,27
80.05849850315981,13.200658392548183,25
80.00817212312738,12.89976875659974,31
80.0876761563491,13.083582461438802,22
80.20818240349628,13.28838411763283,12
80.05134027194737,12.857442685967513,28
79.8491636863897,12.817278524938313,64
80.03561600179563,13.081313211327814,29
80.04292133017476,13.138671102200474,27
80.13717151024956,13.287920112806562,17
80.08679549752904,13.165265755511243,34
80.21155584181385,13.291639026670225,11
79.80658444291079,13.243880735426428,105
80.14479090184103,13.217086393270252,24
80.24595033846497,12.813712441054113,-1
79.93756578019563,13.065096303641408,47
80.23709141156067,13.194687879326379,6
80.0171372906631,13.007643805080049,29
79.97432776133154,13.09411509566832,36
80.03645986787423,12.847559215304107,35
80.1956436884882,12.87178582771702,4
79.80899448829588,13.084727954905917,56
79.96789801364908,13.080538233326127,35
79.98897950723695,12.8836909592902,41
80.26895953171662,13.279313713278965,7
80.31010973245385,13.232777382603079,2
79.94844638228321,13.188282312628342,33
80.14434450526608,12.852906186340434,29
79.90122889903759,13.153262074531876,40
80.10845152051145,13.008198134254007,15
80.1296357208616,13.172890105396391,25
80.08471483787123,12.916506882390228,23
80.18817449633885,12.81515357180782,15
80.19280366870153,12.850991883564333,7
80.03417295604068,12.984092890418786,28
80.08466434070498,12.948008973519082,14
80.21954155485724,13.26320030228986,15
80.06002854056358,13.03149496164067,31
79.83316730549619,13.234526975053702,84
80.16523886573205,13.279393204659304,18
79.84633476267747,13.275337200810405,62
80.06090161510431,12.85745830829187,26
80.1685293109888,12.807793778674784,14
79.87622417727479,13.283305009919838,57
80.01629752629624,13.136751285285806,33
80.00865992910144,12.907227508695115,34
79.84001728508275,12.87170383248793,56
79.96972089222855,12.869690754519663,53
80.22231647663844,12.8106118581855,3
80.19905150974132,13.029160314097172,8
79.91358353838945,13.20847306619538,33
79.9172938755196,12.946145066793433,51
80.01044432766253,12.911205182661172,38
79.81993230701853,13.298496786288258,189
79.82576017687305,13.222073038813397,61
79.9069193104788,12.847676123549808,58
79.9146681895878,13.024481708030583,71
79.81603133819611,13.013615544994353,60
80.20934082845389,13.258144423451222,12
80.18319773186802,12.831806610363307,16
80.19832503433497,13.253376307486212,21
79.83557312445642,12.990997014394335,68
79.80238755258497,13.004680147791495,79
79.92276375557854,13.148911082645133,38
80.27001119818621,13.063631320457223,10
80.27247878126568,13.011642215022254,6
79.9543939233633,13.176178669648653,33
79.96869341716447,12.86444806212392,54
79.96189882011632,13.2730626910019,44
80.10051121611612,13.178737443313853,28
79.87936613822895,12.924791036058165,78
79.82805605571534,12.939950900370283,67
79.81145691933526,13.00804956791258,63
80.21570882859339,13.005459935533482,13
79.84733769802523,13.194648850097822,39
79.82124492433574,13.12222714511387,49
79.83249452704408,13.083910444555196,52
80.07291727230596,13.039494560653118,27
80.12674554562244,13.121211444215053,19
80.01254731717873,13.129201995110309,31
80.26978683282532,13.27391601052447,6
80.22751705723489,13.076977486982818,13
80.15346080418173,13.202330235567869,23
80.04941740562128,12.89334572141315,21
79.86915039760103,12.925010840266628,75
80.14416982964904,12.978157674528848,17
80.18165712633463,13.165981820469577,9
79.88800418548824,13.034897269759984,67
79.88925616054782,13.007941255399732,80
79.83024412221339,12.899085602561593,59
79.97778819755403,12.816021508869127,52
80.24131950913839,13.234458442586872,8
79.90292372926015,13.164441830500142,40
80.13393727236728,12.812896549412551,34
80.07448028960694,13.115895728274367,24
80.10156249174915,13.176813005629432,30
80.2417629853259,13.29173254669346,8
80.20597715625647,13.195833611712656,9
79.88034219501596,13.031361775099583,63
80.15147853661509,12.887829936230421,15
80.11998608035563,12.85025978654985,33
80.09409937896113,13.266206810993097,17
80.01118910222867,12.811279449260942,48
79.83866623580565,12.93233187344175,74
80.33729216743404,13.276916059570436,4
80.11075018172812,12.95214600763809,26
80.07055093577974,12.993300527801852,21
79.86728627512008,13.109843158961688,49
79.9484304837562,13.036930167806078,47
79.93911387176972,12.906861908914522,42
79.9751269357274,13.245883564181607,50
79.96944944546226,12.920017314149428,40
80.206970044166,12.953750640365469,-1
79.87451529550204,13.002665633864503,74
80.10828776105443,12.99791893111993,20
79.8252475784877,12.985711356998046,62
79.80174988486814,13.128706421304928,46
80.28898996794425,13.177215079708073,2
79.88785369609816,12.864428180075121,55
80.07376253410045,13.27223155636881,20
80.00740239812703,12.995860221372205,43
80.26193096929651,13.233860960512166,5
80.11942529762996,12.865624596658296,20
80.24164596191848,13.131027662597955,8
80.32475454053724,13.271817114234997,2
80.13670615489865,12.9951438455133,8
79.83796937303924,12.80209387953714,53
80.12367421124735,12.868164438652949,21
80.17523741560215,12.990618500601792,12
79.84011891835253,12.960912796626717,81
80.07789691939875,12.98872419243213,20
80.05415572261673,13.263615728553455,24
80.02748461450547,13.268746581986107,32
80.30490479422029,13.162633258146693,8
79.97703494747823,13.104386849718562,37
80.0173821591805,12.931836085639173,20
80.10409946318313,13.039649191224937,22
80.0577693155923,13.073279614308795,24
79.88459504463016,13.051942891440408,49
79.98548493964145,13.245514086002151,33
79.85862298132048,13.094742746561971,54
79.8341408976379,13.168396952537368,41
